Datum,Provincienaam,Provinciecode,Type,Aantal,AantalCumulatief
23/08/2020,Drenthe,22,Totaal,4,599
23/08/2020,Drenthe,22,Ziekenhuisopname,0,119
24/08/2020,Drenthe,22,Overleden,0,41
24/08/2020,Drenthe,22,Totaal,0,599
24/08/2020,Drenthe,22,Ziekenhuisopname,0,119
25/08/2020,Drenthe,22,Overleden,0,41
25/08/2020,Drenthe,22,Totaal,3,602
25/08/2020,Drenthe,22,Ziekenhuisopname,0,119
26/08/2020,Drenthe,22,Overleden,0,41
26/08/2020,Drenthe,22,Totaal,1,603
26/08/2020,Drenthe,22,Ziekenhuisopname,0,119
27/08/2020,Drenthe,22,Overleden,0,41
27/08/2020,Drenthe,22,Totaal,2,605
27/08/2020,Drenthe,22,Ziekenhuisopname,0,119
28/08/2020,Drenthe,22,Overleden,0,41
28/08/2020,Drenthe,22,Totaal,1,606
28/08/2020,Drenthe,22,Ziekenhuisopname,0,119
29/08/2020,Drenthe,22,Overleden,0,41
29/08/2020,Drenthe,22,Totaal,1,607
29/08/2020,Drenthe,22,Ziekenhuisopname,0,119
30/08/2020,Drenthe,22,Overleden,0,41
30/08/2020,Drenthe,22,Totaal,2,609
30/08/2020,Drenthe,22,Ziekenhuisopname,0,119
31/08/2020,Drenthe,22,Overleden,0,41
31/08/2020,Drenthe,22,Totaal,1,610
31/08/2020,Drenthe,22,Ziekenhuisopname,0,119
01/09/2020,Drenthe,22,Overleden,0,41
01/09/2020,Drenthe,22,Totaal,0,610
01/09/2020,Drenthe,22,Ziekenhuisopname,0,119
02/09/2020,Drenthe,22,Overleden,0,41
02/09/2020,Drenthe,22,Totaal,0,610
02/09/2020,Drenthe,22,Ziekenhuisopname,0,119
03/09/2020,Drenthe,22,Overleden,0,41
03/09/2020,Drenthe,22,Totaal,2,612
03/09/2020,Drenthe,22,Ziekenhuisopname,0,119
04/09/2020,Drenthe,22,Overleden,0,41
04/09/2020,Drenthe,22,Totaal,3,615
04/09/2020,Drenthe,22,Ziekenhuisopname,0,119
05/09/2020,Drenthe,22,Overleden,0,41
05/09/2020,Drenthe,22,Totaal,2,617
05/09/2020,Drenthe,22,Ziekenhuisopname,0,119
06/09/2020,Drenthe,22,Overleden,0,41
06/09/2020,Drenthe,22,Totaal,3,620
06/09/2020,Drenthe,22,Ziekenhuisopname,0,119
07/09/2020,Drenthe,22,Overleden,0,41
07/09/2020,Drenthe,22,Totaal,6,626
07/09/2020,Drenthe,22,Ziekenhuisopname,0,119
08/09/2020,Drenthe,22,Overleden,0,41
08/09/2020,Drenthe,22,Totaal,0,626
08/09/2020,Drenthe,22,Ziekenhuisopname,0,119
09/09/2020,Drenthe,22,Overleden,0,41
09/09/2020,Drenthe,22,Totaal,3,629
09/09/2020,Drenthe,22,Ziekenhuisopname,0,119
10/09/2020,Drenthe,22,Overleden,0,41
10/09/2020,Drenthe,22,Totaal,7,636
10/09/2020,Drenthe,22,Ziekenhuisopname,0,119
11/09/2020,Drenthe,22,Overleden,0,41
11/09/2020,Drenthe,22,Totaal,1,637
11/09/2020,Drenthe,22,Ziekenhuisopname,0,119
12/09/2020,Drenthe,22,Overleden,0,41
12/09/2020,Drenthe,22,Totaal,5,642
12/09/2020,Drenthe,22,Ziekenhuisopname,0,119
13/09/2020,Drenthe,22,Overleden,0,41
13/09/2020,Drenthe,22,Totaal,8,650
13/09/2020,Drenthe,22,Ziekenhuisopname,0,119
14/09/2020,Drenthe,22,Overleden,0,41
14/09/2020,Drenthe,22,Totaal,5,655
14/09/2020,Drenthe,22,Ziekenhuisopname,0,119
15/09/2020,Drenthe,22,Overleden,0,41
15/09/2020,Drenthe,22,Totaal,8,663
15/09/2020,Drenthe,22,Ziekenhuisopname,1,120
16/09/2020,Drenthe,22,Overleden,0,41
16/09/2020,Drenthe,22,Totaal,10,673
16/09/2020,Drenthe,22,Ziekenhuisopname,0,120
17/09/2020,Drenthe,22,Overleden,0,41
17/09/2020,Drenthe,22,Totaal,15,688
17/09/2020,Drenthe,22,Ziekenhuisopname,0,120
18/09/2020,Drenthe,22,Overleden,0,41
18/09/2020,Drenthe,22,Totaal,18,706
18/09/2020,Drenthe,22,Ziekenhuisopname,0,120
19/09/2020,Drenthe,22,Overleden,0,41
19/09/2020,Drenthe,22,Totaal,16,722
19/09/2020,Drenthe,22,Ziekenhuisopname,0,120
20/09/2020,Drenthe,22,Overleden,0,41
20/09/2020,Drenthe,22,Totaal,23,745
20/09/2020,Drenthe,22,Ziekenhuisopname,0,120
21/09/2020,Drenthe,22,Overleden,0,41
21/09/2020,Drenthe,22,Totaal,46,791
21/09/2020,Drenthe,22,Ziekenhuisopname,0,120
22/09/2020,Drenthe,22,Overleden,0,41
22/09/2020,Drenthe,22,Totaal,16,807
22/09/2020,Drenthe,22,Ziekenhuisopname,0,120
23/09/2020,Drenthe,22,Overleden,0,41
23/09/2020,Drenthe,22,Totaal,35,842
23/09/2020,Drenthe,22,Ziekenhuisopname,0,120
24/09/2020,Drenthe,22,Overleden,1,42
24/09/2020,Drenthe,22,Totaal,46,888
24/09/2020,Drenthe,22,Ziekenhuisopname,0,120
25/09/2020,Drenthe,22,Overleden,0,42
25/09/2020,Drenthe,22,Totaal,63,951
25/09/2020,Drenthe,22,Ziekenhuisopname,1,121
26/09/2020,Drenthe,22,Overleden,3,45
26/09/2020,Drenthe,22,Totaal,33,984
26/09/2020,Drenthe,22,Ziekenhuisopname,0,121
27/09/2020,Drenthe,22,Overleden,0,45
27/09/2020,Drenthe,22,Totaal,46,1030
27/09/2020,Drenthe,22,Ziekenhuisopname,0,121
28/09/2020,Drenthe,22,Overleden,0,45
28/09/2020,Drenthe,22,Totaal,94,1124
28/09/2020,Drenthe,22,Ziekenhuisopname,0,121
29/09/2020,Drenthe,22,Overleden,1,46
29/09/2020,Drenthe,22,Totaal,47,1171
29/09/2020,Drenthe,22,Ziekenhuisopname,0,121
30/09/2020,Drenthe,22,Overleden,0,46
30/09/2020,Drenthe,22,Totaal,30,1201
30/09/2020,Drenthe,22,Ziekenhuisopname,0,121
01/10/2020,Drenthe,22,Overleden,3,49
01/10/2020,Drenthe,22,Totaal,49,1250
01/10/2020,Drenthe,22,Ziekenhuisopname,2,123
02/10/2020,Drenthe,22,Overleden,0,49
02/10/2020,Drenthe,22,Totaal,73,1323
02/10/2020,Drenthe,22,Ziekenhuisopname,1,124
03/10/2020,Drenthe,22,Overleden,2,51
03/10/2020,Drenthe,22,Totaal,56,1379
03/10/2020,Drenthe,22,Ziekenhuisopname,0,124
04/10/2020,Drenthe,22,Overleden,0,51
04/10/2020,Drenthe,22,Totaal,67,1446
04/10/2020,Drenthe,22,Ziekenhuisopname,0,124
05/10/2020,Drenthe,22,Overleden,0,51
05/10/2020,Drenthe,22,Totaal,73,1519
05/10/2020,Drenthe,22,Ziekenhuisopname,1,125
06/10/2020,Drenthe,22,Overleden,5,56
06/10/2020,Drenthe,22,Totaal,40,1559
06/10/2020,Drenthe,22,Ziekenhuisopname,0,125
07/10/2020,Drenthe,22,Overleden,2,58
07/10/2020,Drenthe,22,Totaal,54,1613
07/10/2020,Drenthe,22,Ziekenhuisopname,1,126
08/10/2020,Drenthe,22,Overleden,2,60
08/10/2020,Drenthe,22,Totaal,97,1710
08/10/2020,Drenthe,22,Ziekenhuisopname,1,127
09/10/2020,Drenthe,22,Overleden,0,60
09/10/2020,Drenthe,22,Totaal,96,1806
09/10/2020,Drenthe,22,Ziekenhuisopname,3,130
10/10/2020,Drenthe,22,Overleden,0,60
10/10/2020,Drenthe,22,Totaal,160,1966
10/10/2020,Drenthe,22,Ziekenhuisopname,7,137
11/10/2020,Drenthe,22,Overleden,0,60
11/10/2020,Drenthe,22,Totaal,220,2186
11/10/2020,Drenthe,22,Ziekenhuisopname,4,141
12/10/2020,Drenthe,22,Overleden,0,60
12/10/2020,Drenthe,22,Totaal,205,2391
12/10/2020,Drenthe,22,Ziekenhuisopname,0,141
13/10/2020,Drenthe,22,Overleden,0,60
13/10/2020,Drenthe,22,Totaal,134,2525
13/10/2020,Drenthe,22,Ziekenhuisopname,3,144
14/10/2020,Drenthe,22,Overleden,5,65
14/10/2020,Drenthe,22,Totaal,130,2655
14/10/2020,Drenthe,22,Ziekenhuisopname,2,146
15/10/2020,Drenthe,22,Overleden,0,65
15/10/2020,Drenthe,22,Totaal,179,2834
15/10/2020,Drenthe,22,Ziekenhuisopname,1,147
16/10/2020,Drenthe,22,Overleden,2,67
16/10/2020,Drenthe,22,Totaal,151,2985
16/10/2020,Drenthe,22,Ziekenhuisopname,3,150
17/10/2020,Drenthe,22,Overleden,0,67
17/10/2020,Drenthe,22,Totaal,140,3125
17/10/2020,Drenthe,22,Ziekenhuisopname,3,153
18/10/2020,Drenthe,22,Overleden,0,67
18/10/2020,Drenthe,22,Totaal,209,3334
18/10/2020,Drenthe,22,Ziekenhuisopname,3,156
19/10/2020,Drenthe,22,Overleden,0,67
19/10/2020,Drenthe,22,Totaal,209,3543
19/10/2020,Drenthe,22,Ziekenhuisopname,1,157
20/10/2020,Drenthe,22,Overleden,0,67
20/10/2020,Drenthe,22,Totaal,147,3690
20/10/2020,Drenthe,22,Ziekenhuisopname,3,160
21/10/2020,Drenthe,22,Overleden,2,69
21/10/2020,Drenthe,22,Totaal,127,3817
21/10/2020,Drenthe,22,Ziekenhuisopname,1,161
22/10/2020,Drenthe,22,Overleden,1,70
22/10/2020,Drenthe,22,Totaal,151,3968
22/10/2020,Drenthe,22,Ziekenhuisopname,1,162
23/10/2020,Drenthe,22,Overleden,1,71
23/10/2020,Drenthe,22,Totaal,152,4120
23/10/2020,Drenthe,22,Ziekenhuisopname,5,167
24/10/2020,Drenthe,22,Overleden,1,72
24/10/2020,Drenthe,22,Totaal,121,4241
24/10/2020,Drenthe,22,Ziekenhuisopname,0,167
25/10/2020,Drenthe,22,Overleden,0,72
25/10/2020,Drenthe,22,Totaal,168,4409
25/10/2020,Drenthe,22,Ziekenhuisopname,0,167
26/10/2020,Drenthe,22,Overleden,2,74
26/10/2020,Drenthe,22,Totaal,142,4551
26/10/2020,Drenthe,22,Ziekenhuisopname,0,167
27/10/2020,Drenthe,22,Overleden,2,76
27/10/2020,Drenthe,22,Totaal,122,4673
27/10/2020,Drenthe,22,Ziekenhuisopname,2,169
28/10/2020,Drenthe,22,Overleden,0,76
28/10/2020,Drenthe,22,Totaal,83,4756
28/10/2020,Drenthe,22,Ziekenhuisopname,1,170
29/10/2020,Drenthe,22,Overleden,0,76
29/10/2020,Drenthe,22,Totaal,94,4850
29/10/2020,Drenthe,22,Ziekenhuisopname,4,174
30/10/2020,Drenthe,22,Overleden,1,77
30/10/2020,Drenthe,22,Totaal,136,4986
30/10/2020,Drenthe,22,Ziekenhuisopname,4,178
31/10/2020,Drenthe,22,Overleden,1,78
31/10/2020,Drenthe,22,Totaal,155,5141
31/10/2020,Drenthe,22,Ziekenhuisopname,0,178
01/11/2020,Drenthe,22,Overleden,1,79
01/11/2020,Drenthe,22,Totaal,131,5272
01/11/2020,Drenthe,22,Ziekenhuisopname,1,179
02/11/2020,Drenthe,22,Overleden,0,79
02/11/2020,Drenthe,22,Totaal,120,5392
02/11/2020,Drenthe,22,Ziekenhuisopname,0,179
03/11/2020,Drenthe,22,Overleden,2,81
03/11/2020,Drenthe,22,Totaal,87,5479
03/11/2020,Drenthe,22,Ziekenhuisopname,1,180
04/11/2020,Drenthe,22,Overleden,3,84
04/11/2020,Drenthe,22,Totaal,100,5579
04/11/2020,Drenthe,22,Ziekenhuisopname,1,181
05/11/2020,Drenthe,22,Overleden,0,84
05/11/2020,Drenthe,22,Totaal,86,5665
05/11/2020,Drenthe,22,Ziekenhuisopname,2,183
06/11/2020,Drenthe,22,Overleden,2,86
06/11/2020,Drenthe,22,Totaal,106,5771
06/11/2020,Drenthe,22,Ziekenhuisopname,0,183
07/11/2020,Drenthe,22,Overleden,1,87
07/11/2020,Drenthe,22,Totaal,108,5879
07/11/2020,Drenthe,22,Ziekenhuisopname,1,184
08/11/2020,Drenthe,22,Overleden,0,87
08/11/2020,Drenthe,22,Totaal,92,5971
08/11/2020,Drenthe,22,Ziekenhuisopname,1,185
09/11/2020,Drenthe,22,Overleden,1,88
09/11/2020,Drenthe,22,Totaal,73,6044
09/11/2020,Drenthe,22,Ziekenhuisopname,0,185
10/11/2020,Drenthe,22,Overleden,2,90
10/11/2020,Drenthe,22,Totaal,65,6109
10/11/2020,Drenthe,22,Ziekenhuisopname,2,187
11/11/2020,Drenthe,22,Overleden,2,92
11/11/2020,Drenthe,22,Totaal,84,6193
11/11/2020,Drenthe,22,Ziekenhuisopname,2,189
12/11/2020,Drenthe,22,Overleden,0,92
12/11/2020,Drenthe,22,Totaal,77,6270
12/11/2020,Drenthe,22,Ziekenhuisopname,3,192
13/11/2020,Drenthe,22,Overleden,2,94
13/11/2020,Drenthe,22,Totaal,77,6347
13/11/2020,Drenthe,22,Ziekenhuisopname,0,192
14/11/2020,Drenthe,22,Overleden,1,95
14/11/2020,Drenthe,22,Totaal,78,6425
14/11/2020,Drenthe,22,Ziekenhuisopname,1,193
15/11/2020,Drenthe,22,Overleden,1,96
15/11/2020,Drenthe,22,Totaal,78,6503
15/11/2020,Drenthe,22,Ziekenhuisopname,1,194
16/11/2020,Drenthe,22,Overleden,2,98
16/11/2020,Drenthe,22,Totaal,103,6606
16/11/2020,Drenthe,22,Ziekenhuisopname,0,194
17/11/2020,Drenthe,22,Overleden,0,98
17/11/2020,Drenthe,22,Totaal,65,6671
17/11/2020,Drenthe,22,Ziekenhuisopname,1,195
18/11/2020,Drenthe,22,Overleden,3,101
18/11/2020,Drenthe,22,Totaal,138,6809
18/11/2020,Drenthe,22,Ziekenhuisopname,1,196
19/11/2020,Drenthe,22,Overleden,1,102
19/11/2020,Drenthe,22,Totaal,20,6829
19/11/2020,Drenthe,22,Ziekenhuisopname,2,198
20/11/2020,Drenthe,22,Overleden,0,102
20/11/2020,Drenthe,22,Totaal,106,6935
20/11/2020,Drenthe,22,Ziekenhuisopname,0,198
21/11/2020,Drenthe,22,Overleden,1,103
21/11/2020,Drenthe,22,Totaal,153,7088
21/11/2020,Drenthe,22,Ziekenhuisopname,1,199
22/11/2020,Drenthe,22,Overleden,0,103
22/11/2020,Drenthe,22,Totaal,90,7178
22/11/2020,Drenthe,22,Ziekenhuisopname,2,201
23/11/2020,Drenthe,22,Overleden,1,104
23/11/2020,Drenthe,22,Totaal,105,7283
23/11/2020,Drenthe,22,Ziekenhuisopname,2,203
24/11/2020,Drenthe,22,Overleden,2,106
24/11/2020,Drenthe,22,Totaal,61,7344
24/11/2020,Drenthe,22,Ziekenhuisopname,0,203
25/11/2020,Drenthe,22,Overleden,0,106
25/11/2020,Drenthe,22,Totaal,82,7426
25/11/2020,Drenthe,22,Ziekenhuisopname,0,203
26/11/2020,Drenthe,22,Overleden,3,109
26/11/2020,Drenthe,22,Totaal,89,7515
26/11/2020,Drenthe,22,Ziekenhuisopname,0,203
27/11/2020,Drenthe,22,Overleden,0,109
27/11/2020,Drenthe,22,Totaal,76,7591
27/11/2020,Drenthe,22,Ziekenhuisopname,0,203
28/11/2020,Drenthe,22,Overleden,3,112
28/11/2020,Drenthe,22,Totaal,91,7682
28/11/2020,Drenthe,22,Ziekenhuisopname,1,204
29/11/2020,Drenthe,22,Overleden,0,112
29/11/2020,Drenthe,22,Totaal,53,7735
29/11/2020,Drenthe,22,Ziekenhuisopname,0,204
30/11/2020,Drenthe,22,Overleden,0,112
30/11/2020,Drenthe,22,Totaal,72,7807
30/11/2020,Drenthe,22,Ziekenhuisopname,2,206
01/12/2020,Drenthe,22,Overleden,2,114
01/12/2020,Drenthe,22,Totaal,53,7860
01/12/2020,Drenthe,22,Ziekenhuisopname,2,208
02/12/2020,Drenthe,22,Overleden,0,114
02/12/2020,Drenthe,22,Totaal,80,7940
02/12/2020,Drenthe,22,Ziekenhuisopname,1,209
03/12/2020,Drenthe,22,Overleden,0,114
03/12/2020,Drenthe,22,Totaal,82,8022
03/12/2020,Drenthe,22,Ziekenhuisopname,1,210
04/12/2020,Drenthe,22,Overleden,0,114
04/12/2020,Drenthe,22,Totaal,77,8099
04/12/2020,Drenthe,22,Ziekenhuisopname,0,210
05/12/2020,Drenthe,22,Overleden,1,115
05/12/2020,Drenthe,22,Totaal,108,8207
05/12/2020,Drenthe,22,Ziekenhuisopname,1,211
06/12/2020,Drenthe,22,Overleden,1,116
06/12/2020,Drenthe,22,Totaal,78,8285
06/12/2020,Drenthe,22,Ziekenhuisopname,0,211
07/12/2020,Drenthe,22,Overleden,0,116
07/12/2020,Drenthe,22,Totaal,91,8376
07/12/2020,Drenthe,22,Ziekenhuisopname,3,214
08/12/2020,Drenthe,22,Overleden,0,116
08/12/2020,Drenthe,22,Totaal,71,8447
08/12/2020,Drenthe,22,Ziekenhuisopname,2,216
09/12/2020,Drenthe,22,Overleden,0,116
09/12/2020,Drenthe,22,Totaal,115,8562
09/12/2020,Drenthe,22,Ziekenhuisopname,4,220
10/12/2020,Drenthe,22,Overleden,0,116
10/12/2020,Drenthe,22,Totaal,136,8698
10/12/2020,Drenthe,22,Ziekenhuisopname,0,220
11/12/2020,Drenthe,22,Overleden,1,117
11/12/2020,Drenthe,22,Totaal,131,8829
11/12/2020,Drenthe,22,Ziekenhuisopname,2,222
12/12/2020,Drenthe,22,Overleden,0,117
12/12/2020,Drenthe,22,Totaal,128,8957
12/12/2020,Drenthe,22,Ziekenhuisopname,4,226
13/12/2020,Drenthe,22,Overleden,0,117
13/12/2020,Drenthe,22,Totaal,258,9215
13/12/2020,Drenthe,22,Ziekenhuisopname,1,227
14/12/2020,Drenthe,22,Overleden,1,118
14/12/2020,Drenthe,22,Totaal,189,9404
14/12/2020,Drenthe,22,Ziekenhuisopname,5,232
15/12/2020,Drenthe,22,Overleden,0,118
15/12/2020,Drenthe,22,Totaal,103,9507
15/12/2020,Drenthe,22,Ziekenhuisopname,3,235
16/12/2020,Drenthe,22,Overleden,1,119
16/12/2020,Drenthe,22,Totaal,233,9740
16/12/2020,Drenthe,22,Ziekenhuisopname,3,238
17/12/2020,Drenthe,22,Overleden,0,119
17/12/2020,Drenthe,22,Totaal,291,10031
17/12/2020,Drenthe,22,Ziekenhuisopname,2,240
18/12/2020,Drenthe,22,Overleden,1,120
18/12/2020,Drenthe,22,Totaal,256,10287
18/12/2020,Drenthe,22,Ziekenhuisopname,2,242
19/12/2020,Drenthe,22,Overleden,1,121
19/12/2020,Drenthe,22,Totaal,328,10615
19/12/2020,Drenthe,22,Ziekenhuisopname,1,243
20/12/2020,Drenthe,22,Overleden,0,121
20/12/2020,Drenthe,22,Totaal,290,10905
20/12/2020,Drenthe,22,Ziekenhuisopname,0,243
21/12/2020,Drenthe,22,Overleden,1,122
21/12/2020,Drenthe,22,Totaal,236,11141
21/12/2020,Drenthe,22,Ziekenhuisopname,2,245
22/12/2020,Drenthe,22,Overleden,0,122
22/12/2020,Drenthe,22,Totaal,232,11373
22/12/2020,Drenthe,22,Ziekenhuisopname,1,246
23/12/2020,Drenthe,22,Overleden,2,124
23/12/2020,Drenthe,22,Totaal,215,11588
23/12/2020,Drenthe,22,Ziekenhuisopname,1,247
24/12/2020,Drenthe,22,Overleden,0,124
24/12/2020,Drenthe,22,Totaal,235,11823
24/12/2020,Drenthe,22,Ziekenhuisopname,0,247
25/12/2020,Drenthe,22,Overleden,6,130
25/12/2020,Drenthe,22,Totaal,281,12104
25/12/2020,Drenthe,22,Ziekenhuisopname,3,250
26/12/2020,Drenthe,22,Overleden,1,131
26/12/2020,Drenthe,22,Totaal,256,12360
26/12/2020,Drenthe,22,Ziekenhuisopname,0,250
27/12/2020,Drenthe,22,Overleden,3,134
27/12/2020,Drenthe,22,Totaal,184,12544
27/12/2020,Drenthe,22,Ziekenhuisopname,3,253
28/12/2020,Drenthe,22,Overleden,1,135
28/12/2020,Drenthe,22,Totaal,189,12733
28/12/2020,Drenthe,22,Ziekenhuisopname,1,254
29/12/2020,Drenthe,22,Overleden,1,136
29/12/2020,Drenthe,22,Totaal,208,12941
29/12/2020,Drenthe,22,Ziekenhuisopname,3,257
30/12/2020,Drenthe,22,Overleden,0,136
30/12/2020,Drenthe,22,Totaal,244,13185
30/12/2020,Drenthe,22,Ziekenhuisopname,3,260
31/12/2020,Drenthe,22,Overleden,2,138
31/12/2020,Drenthe,22,Totaal,297,13482
31/12/2020,Drenthe,22,Ziekenhuisopname,2,262
01/01/2021,Drenthe,22,Overleden,2,140
01/01/2021,Drenthe,22,Totaal,235,13717
01/01/2021,Drenthe,22,Ziekenhuisopname,2,264
02/01/2021,Drenthe,22,Overleden,0,140
02/01/2021,Drenthe,22,Totaal,215,13932
02/01/2021,Drenthe,22,Ziekenhuisopname,6,270
03/01/2021,Drenthe,22,Overleden,1,141
03/01/2021,Drenthe,22,Totaal,269,14201
03/01/2021,Drenthe,22,Ziekenhuisopname,2,272
04/01/2021,Drenthe,22,Overleden,2,143
04/01/2021,Drenthe,22,Totaal,187,14388
04/01/2021,Drenthe,22,Ziekenhuisopname,2,274
05/01/2021,Drenthe,22,Overleden,3,146
05/01/2021,Drenthe,22,Totaal,190,14578
05/01/2021,Drenthe,22,Ziekenhuisopname,0,274
06/01/2021,Drenthe,22,Overleden,11,157
06/01/2021,Drenthe,22,Totaal,165,14743
06/01/2021,Drenthe,22,Ziekenhuisopname,2,276
07/01/2021,Drenthe,22,Overleden,4,161
07/01/2021,Drenthe,22,Totaal,244,14987
07/01/2021,Drenthe,22,Ziekenhuisopname,4,280
08/01/2021,Drenthe,22,Overleden,7,168
08/01/2021,Drenthe,22,Totaal,224,15211
08/01/2021,Drenthe,22,Ziekenhuisopname,3,283
09/01/2021,Drenthe,22,Overleden,6,174
09/01/2021,Drenthe,22,Totaal,247,15458
09/01/2021,Drenthe,22,Ziekenhuisopname,3,286
10/01/2021,Drenthe,22,Overleden,1,175
10/01/2021,Drenthe,22,Totaal,200,15658
10/01/2021,Drenthe,22,Ziekenhuisopname,1,287
11/01/2021,Drenthe,22,Overleden,3,178
11/01/2021,Drenthe,22,Totaal,174,15832
11/01/2021,Drenthe,22,Ziekenhuisopname,2,289
12/01/2021,Drenthe,22,Overleden,6,184
12/01/2021,Drenthe,22,Totaal,130,15962
12/01/2021,Drenthe,22,Ziekenhuisopname,1,290
13/01/2021,Drenthe,22,Overleden,3,187
13/01/2021,Drenthe,22,Totaal,185,16147
13/01/2021,Drenthe,22,Ziekenhuisopname,2,292
14/01/2021,Drenthe,22,Overleden,7,194
14/01/2021,Drenthe,22,Totaal,237,16384
14/01/2021,Drenthe,22,Ziekenhuisopname,1,293
15/01/2021,Drenthe,22,Overleden,14,208
15/01/2021,Drenthe,22,Totaal,180,16564
15/01/2021,Drenthe,22,Ziekenhuisopname,2,295
16/01/2021,Drenthe,22,Overleden,2,210
16/01/2021,Drenthe,22,Totaal,122,16686
16/01/2021,Drenthe,22,Ziekenhuisopname,3,298
17/01/2021,Drenthe,22,Overleden,0,210
17/01/2021,Drenthe,22,Totaal,157,16843
17/01/2021,Drenthe,22,Ziekenhuisopname,2,300
18/01/2021,Drenthe,22,Overleden,2,212
18/01/2021,Drenthe,22,Totaal,135,16978
18/01/2021,Drenthe,22,Ziekenhuisopname,2,302
19/01/2021,Drenthe,22,Overleden,6,218
19/01/2021,Drenthe,22,Totaal,103,17081
19/01/2021,Drenthe,22,Ziekenhuisopname,0,302
20/01/2021,Drenthe,22,Overleden,1,219
20/01/2021,Drenthe,22,Totaal,137,17218
20/01/2021,Drenthe,22,Ziekenhuisopname,1,303
21/01/2021,Drenthe,22,Overleden,6,225
21/01/2021,Drenthe,22,Totaal,158,17376
21/01/2021,Drenthe,22,Ziekenhuisopname,3,306
22/01/2021,Drenthe,22,Overleden,2,227
22/01/2021,Drenthe,22,Totaal,136,17512
22/01/2021,Drenthe,22,Ziekenhuisopname,1,307
23/01/2021,Drenthe,22,Overleden,4,231
23/01/2021,Drenthe,22,Totaal,107,17619
23/01/2021,Drenthe,22,Ziekenhuisopname,2,309
24/01/2021,Drenthe,22,Overleden,2,233
24/01/2021,Drenthe,22,Totaal,113,17732
24/01/2021,Drenthe,22,Ziekenhuisopname,1,310
25/01/2021,Drenthe,22,Overleden,1,234
25/01/2021,Drenthe,22,Totaal,123,17855
25/01/2021,Drenthe,22,Ziekenhuisopname,4,314
26/01/2021,Drenthe,22,Overleden,1,235
26/01/2021,Drenthe,22,Totaal,76,17931
26/01/2021,Drenthe,22,Ziekenhuisopname,0,314
27/01/2021,Drenthe,22,Overleden,0,235
27/01/2021,Drenthe,22,Totaal,109,18040
27/01/2021,Drenthe,22,Ziekenhuisopname,4,318
28/01/2021,Drenthe,22,Overleden,3,238
28/01/2021,Drenthe,22,Totaal,111,18151
28/01/2021,Drenthe,22,Ziekenhuisopname,2,320
29/01/2021,Drenthe,22,Overleden,2,240
29/01/2021,Drenthe,22,Totaal,97,18248
29/01/2021,Drenthe,22,Ziekenhuisopname,1,321
30/01/2021,Drenthe,22,Overleden,0,240
30/01/2021,Drenthe,22,Totaal,116,18364
30/01/2021,Drenthe,22,Ziekenhuisopname,1,322
31/01/2021,Drenthe,22,Overleden,3,243
31/01/2021,Drenthe,22,Totaal,123,18487
31/01/2021,Drenthe,22,Ziekenhuisopname,1,323
01/02/2021,Drenthe,22,Overleden,0,243
01/02/2021,Drenthe,22,Totaal,103,18590
01/02/2021,Drenthe,22,Ziekenhuisopname,1,324
02/02/2021,Drenthe,22,Overleden,4,247
02/02/2021,Drenthe,22,Totaal,94,18684
02/02/2021,Drenthe,22,Ziekenhuisopname,3,327
03/02/2021,Drenthe,22,Overleden,2,249
03/02/2021,Drenthe,22,Totaal,124,18808
03/02/2021,Drenthe,22,Ziekenhuisopname,1,328
04/02/2021,Drenthe,22,Overleden,3,252
04/02/2021,Drenthe,22,Totaal,149,18957
04/02/2021,Drenthe,22,Ziekenhuisopname,2,330
05/02/2021,Drenthe,22,Overleden,0,252
05/02/2021,Drenthe,22,Totaal,86,19043
05/02/2021,Drenthe,22,Ziekenhuisopname,3,333
06/02/2021,Drenthe,22,Overleden,4,256
06/02/2021,Drenthe,22,Totaal,141,19184
06/02/2021,Drenthe,22,Ziekenhuisopname,1,334
07/02/2021,Drenthe,22,Overleden,1,257
07/02/2021,Drenthe,22,Totaal,108,19292
07/02/2021,Drenthe,22,Ziekenhuisopname,3,337
08/02/2021,Drenthe,22,Overleden,0,257
08/02/2021,Drenthe,22,Totaal,107,19399
08/02/2021,Drenthe,22,Ziekenhuisopname,1,338
09/02/2021,Drenthe,22,Overleden,6,263
09/02/2021,Drenthe,22,Totaal,21,19420
09/02/2021,Drenthe,22,Ziekenhuisopname,0,338
10/02/2021,Drenthe,22,Overleden,1,264
10/02/2021,Drenthe,22,Totaal,81,19501
10/02/2021,Drenthe,22,Ziekenhuisopname,2,340
11/02/2021,Drenthe,22,Overleden,1,265
11/02/2021,Drenthe,22,Totaal,81,19582
11/02/2021,Drenthe,22,Ziekenhuisopname,1,341
12/02/2021,Drenthe,22,Overleden,4,269
12/02/2021,Drenthe,22,Totaal,170,19752
12/02/2021,Drenthe,22,Ziekenhuisopname,3,344
13/02/2021,Drenthe,22,Overleden,1,270
13/02/2021,Drenthe,22,Totaal,183,19935
13/02/2021,Drenthe,22,Ziekenhuisopname,2,346
14/02/2021,Drenthe,22,Overleden,1,271
14/02/2021,Drenthe,22,Totaal,106,20041
14/02/2021,Drenthe,22,Ziekenhuisopname,3,349
15/02/2021,Drenthe,22,Overleden,1,272
15/02/2021,Drenthe,22,Totaal,128,20169
15/02/2021,Drenthe,22,Ziekenhuisopname,3,352
16/02/2021,Drenthe,22,Overleden,0,272
